Original_Title,Author,ISBN13,Publisher,Published_Date
The Gold Falcon,Katharine Kerr,9780756403867, DAW,2006
Agent to the stars,John Scalzi,9781596060203, Subterranean Press,2005
Pretty Girl-13,Liz Coley,9780062127372, Katherine Tegen Books,2013
Burning Paradise,Robert Charles Wilson,9780765332615, Tor Books,2013
The Secret History of Modernism,C.K. Stead,9780099447061, Vintage,2003
Crystal Gardens,Amanda Quick,9780749956479, Piatkus Books,2012
Waiting For You,Susane Colasanti,9780670011308, Viking Juvenile,2009
The Secret of Crickley Hall,James Herbert,9781405005203, MacMillan,
Crashed,Robin Wasserman,9781416974536, Simon Pulse,2009
A Writer at War: Vasily Grossman with the Red Army,Vasily Grossman,9780676978117, Vintage Canada,2007
A Thousand Naked Strangers: A Paramedic’s Wild Ride to the Edge and Back,Kevin Hazzard,9781501110870, Scribner,2016
The Beauty of the Husband: A Fictional Essay in 29 Tangos,Anne Carson,9780375707575, Vintage,2002
True Green: 100 Everyday Ways you Can Contribute to a Healthier Planet,Kim Mckay,9781426201134, National Geographic,2007
Judoon Monsoon,Oli Smith,9781405906975, BBC Children's,2010
Charmed to Death: An Ophelia and Abby Mystery  Book 2,Shirley Damsgaard,9780060793531, Avon,2006
The Idea of Perfection,Kate Grenville,9780330392617, Picador USA,2006
Zen Shorts,Jon J. Muth,9780439339117, Scholastic Press,2005
How Best to Avoid Dying,Owen Egerton,9780974070377, Dalton Publishing,2007
I Was Here,Gayle Forman,9780451471475, Viking Juvenile,2015
The Butterfly Clues,Kate Ellison,9781606842638, EgmontUSA,2012
"The Hero's Guide to Saving Your Kingdom (The League of Princes, #1)",Christopher Healy,9780062117434, Walden Pond Press,2012
Linger Awhile,Russell Hoban,9781567923261, David R. Godine Publisher,2007
Tropic of Night,Michael Gruber,9780330426848, Pan Books,2004
Mr. Fox,Helen Oyeyemi,9781594488078, Riverhead Books,2011
Ark,Stephen Baxter,9780575080577, Gollancz,2009
American Caesars,Nigel Hamilton,9780300169287, Yale University Press,2010
Serendipity,Louise Shaffer,9780345502094, Ballantine Books,2009
Hell Gate,Linda Fairstein,9780143145325, Penguin Audio,2010
Hana,Lauren Oliver,9780062124364, HarperCollins Publishers,2012
"Kiss of Surrender (Deadly Angels, #2)",Sandra Hill,9780062064622, HarperCollins Publishers,2012
The Trouble With Witches: An Ophelia and Abby Mystery Book 3,Shirley Damsgaard,9780060793586, Avon,2006
The Shadow Isle,Katharine Kerr,9780756404765, DAW Hardcover,2008
Fieldwork,Mischa Berlinski,9780374299163," Farrar, Straus and Giroux",2007
Sarah Thornhill,Kate Grenville,9780857862563, Canongate Books,2012
The Birth House,Ami McKay,9780676977738, Vintage Canada,2007
Love the One You're With,Emily Giffin,9780312348670, St. Martin's Press,2008
The American Boy,Andrew  Taylor,9780007109609, Hyperion Press,2004
Empire of the Wolf,Neil Corry,9781405907156, BBC Children's,2010
Immortal Ever After,Lynsay Sands,9780062078117, Avon,2013
Numbers,Rachel Ward,9780545142991, Chicken House/Scholastic Inc.,2010
Malinche,Laura Esquivel,9781933499383, FonoLibro,2006
God's War: A New History of the Crusades,Christopher Tyerman,9780674023871, Belknap Press,2006
In the Cities of Coin and Spice,Catherynne M. Valente,9780553384048, Spectra,2007
The Dog Fighter,Marc Bojanowski,9780060595609, William Morrow,2004
The Girl Who Fell Beneath Fairyland and Led the Revels There,Catherynne M. Valente,9780312649623, Feiwel & Friends,2012
Retromancer (Gollancz S.F.),Robert Rankin,9780575078727, Gollancz,2010
God Help the Child,Toni Morrison,9780307594174, Knopf,2015
"The Dark Tower Series Collection: The Gunslinger, The Drawing of the Three, The Waste Lands, Wizard and Glass, Wolves of the Calla, Song of Susannah, The Dark Tower",Stephen King,9781780484549, Zatpix,2011
The Twelve Tribes of Hattie,Ayana Mathis,9780385350280, Knopf,2012
A Country Doctor's Casebook: Tales from the North Woods (Midwest Reflections),Roger Allan Macdonald,9780873514309, Minnesota Historical Society Press,2002
The Epicure,H.R. Howland,9780425207178, Berkley,2005
Purgatory: A Prison Diary Volume 2 (Prison Diaries),Jeffrey Archer,9780312342166, St. Martin's Griffin,2005
The Lieutenant,Kate Grenville,9781847673473, Canongate Books,2010
"Witch Hunt (An Ophelia and Abby Mystery, Book 4)",Shirley Damsgaard,9780061147111, Avon,2007
La Musique d'une vie,Andreï Makine,9780743475600, Washington Square Press,2004
The Coldest War,Colin Brake,9781405906869, Penguin UK,
Mind Games,Carolyn Crane,9780553592610, Spectra,2010
Get a Life,Nadine Gordimer,9780143037927, Penguin Books,2006
Churchill,Roy  Jenkins,9780452283527, Plume,2002
Blue Horizon,Wilbur Smith,9780330376310, Pan Books (UK),2004
Ten Thousand Saints,Eleanor Henderson,9780062021021, Ecco,2011
The Men Who Stare at Goats,Jon Ronson,9781616861445, Simon & Schuster Adult Publishing Group,2009
Starhawk,Jack McDevitt,9780425260852, Ace,2013
Once a Witch,Carolyn MacCullough,9780547223995, Clarion Books,2009
Kiss of Temptation,Sandra Hill,9780062064639, Avon,2013
Dissident Gardens,Jonathan Lethem,9780385534932, Doubleday,2013
The Collected Stories of Lydia Davis,Lydia Davis,9780374270605," Farrar, Straus and Giroux",2009
To Catch A Pirate,Jade Parker,9780439026949, Point,2007
The Sympathizer,Viet Thanh Nguyen,9780802123459, Grove Press,2015
Flotsam,David Wiesner,9780618194575, Clarion Books,2006
Heaven: A Prison Diary Volume 3 (A Prison Diary),Jeffrey Archer,9780312354794, St. Martin's Griffin,2006
Bacardi and the Long Fight for Cuba: The Biography of a Cause,Tom Gjelten,9780670019786, Viking Adult,2008
The Witch Is Dead: An Ophelia and Abby Mystery Book 5,Shirley Damsgaard,9780061147234, Avon,2007
Son,Lois Lowry,9780547887203, HMH Books for Young Readers,2012
Claws of the Macra,Trevor Baxendale,9781405906852, BBC Children's Books,2010
Dead Center,Danielle Girard,9780451218742, Signet,2006
John,Niall Williams,9781596914674, Bloomsbury USA,2008
Heresy,S.J. Parris,9780385531283, Doubleday,2010
Left for Dead: A Young Man's Search for Justice for the USS Indianapolis,Pete Nelson,9780385730914, Delacorte Books for Young Readers,2003
Stroke of Midnight,Sherrilyn Kenyon,9780312998769, St. Martin's Press,2004
The Man Who Walked Between the Towers,Mordicai Gerstein,9780439700412, Scholastic Inc.,2003
The Dark,Marianne Curley,9781582346649, Bloomsbury USA Childrens,2005
The Hakawati,Rabih Alameddine,9780385664769, Bond Street Books,2008
The Invaders,John Flanagan,9780399256202, Philomel Books,2012
"Tall, Dark, and Cajun",Sandra Hill,9780446619400, Forever,2007
The Named,Marianne Curley,9781582349138, Bloomsbury USA Childrens,2005
The Spindlers,Lauren Oliver,9780061978081, HarperCollins,2012
Wireless,Charles Stross,9780441017195, Ace Hardcover,2009
Broken Republic: Three Essays,Arundhati Roy,9780670085699, Hamish Hamilton,2011
The Star of Kazan,Eva Ibbotson,9780142405826, Puffin Books,2006
A Strong West Wind,Gail Caldwell,9780812972566, Random House Trade Paperbacks,2007
Calico Joe,John Grisham,9780345541338, Dell,2013
The Last Theorem,Arthur C. Clarke,9780345470218, Del Rey,2008
The Hunters,John Flanagan,9780399256219, Philomel Books,2012
Marekors  (Harry Hole #5),Jo Nesbø,9780099478539, Vintage,2006
The Second World War,Antony Beevor,9780316023740," Little, Brown and Company",2012
Illusion,Sherrilyn Kenyon,9781466847279, St. Martin's Griffin,2014
The Wisdom of Crowds,James Surowiecki,9780385721707, Anchor,2005
The Resort,Bentley Little,9780451212801, Signet,2004
Our Souls at Night,Kent Haruf,9781101875896, Knopf,2015
Impulse,Ellen Hopkins,9781416903567, Margaret K. McElderry Books,2007
The Amphora Project,William Kotzwinkle,9780802118035, Grove Press,2005
"The Royal Ranger (Ranger's Apprentice, #12)",John Flanagan,9780399163609, Philomel Books,2013
Where Shadows Dance: A Sebastian St. Cyr mystery,C.S. Harris,9780451232236, NAL,2011
Vortex,Robert Charles Wilson,9780765323422, Tor Books,2011
Censoring an Iranian Love Story,Shahriar Mandanipour,9780307390424, Vintage,2010
Dispatch,Bentley Little,9780451216779, Signet,2005
Wild Jinx,Sandra Hill,9780446616539, Grand Central Publishing,2008
Provincializing Europe: Postcolonial Thought and Historical Difference (Princeton Studies in Culture/Power/History),Dipesh Chakrabarty,9780691130019, Princeton University Press,2007
"Agent Zigzag The True Wartime Story of Eddie Chapman: Lover, Betrayer, Hero, Spy",Ben Macintyre,9780747592839, Bloomsbury UK,2007
Jarhead,Anthony Swofford,9780743287210, Scribner,2005
Accidents of Marriage,Randy Susan Meyers,9781451673043, Atria Books,2014
The DUFF: Designated Ugly Fat Friend,Kody Keplinger,9780316084239, Little Brown/Poppy,2010
The Seeing Stone,Holly Black,9780689859373, Simon & Schuster Books for Young Readers,2003
Pearl Jinx,Sandra Hill,9780446616515, Grand Central Publishing,2007
Wastelands: Stories of the Apocalypse,John Joseph Adams,9781597801058, Night Shade Books,"January, 2008"
Knees up Mother Earth (Brentford Trilogy),Robert Rankin,9780575073159, Gollancz,2004
Knuffle Bunny:  A Cautionary Tale,Mo Willems,9781844280599, Walker & Company,2005
The Three Miss Margarets,Louise Shaffer,9780375760884, Ballantine Books,2004
J'ai serre la main du diable,Roméo Dallaire,9780786715107, Da Capo Press,2004
"Жила-была женщина, которая хотела убить соседского ребенка",Ludmilla Petrushevskaya,9780143114666, Penguin Books Ltd,2009
"The Witches: Salem, 1692",Stacy Schiff,9780316200608," Little, Brown and Company",2015
The Dark Pond,Joseph Bruchac,9780060529956, HarperCollins Publishers,2004
Living Green: A Practical Guide to Simple Sustainability,Greg Horn,9781893910478, Freedom Publishing Company (IL),2006
Ice Land,Betsy Tobin,9780452295698, Plume,2009
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,9780310708254, Zonderkidz,2007
"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,9780380978410, William Morrow & Company,2007
The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,9781101524893, Penguin Books,2011
"The Hero's Guide to Storming the Castle (The League of Princes, #2)",Christopher Healy,9780062118479, Walden Pond Press,2013
Queen of Babble in the Big City,Meg Cabot,9780060852009, William Morrow,2007
Time's Eye,Arthur C. Clarke,9780345452474, Del Rey Books,2005
Authority,Jeff VanderMeer,9780374104108, FSG Originals,2014
Evil Star,Anthony Horowitz,9780439679961, Scholastic Press,2006
Midnight for Charlie Bone,Jenny Nimmo,9780439474290, Orchard,2003
"The Beautiful Struggle: A Father, Two Sons, and an Unlikely Road to Manhood",Ta-Nehisi Coates,9780385520362, Spiegel & Grau,2008
Guernica,Dave Boling,9780330461078, Picador,2008
Pink Jinx,Sandra Hill,9780446616522, Vision,2006
Wolfsbane and Mistletoe,Charlaine Harris,9780441016334, Ace Hardcover,2008
I Am Half-Sick of Shadows,Alan Bradley,9780385344012, Random House Doubleday,2011
Carry Me Home,Sandra Kring,9780385338134, Delta,2004
All the Truth That's in Me,Julie Berry,9780670786152, Viking Books for Young Readers,2013
In the Shadow of Memory,Floyd Skloot,9780803293229, Bison Books,2004
The Racketeer,John Grisham,9780385535144, Doubleday,2012
Love Bites,Lynsay Sands,9780505525536, Love Spell,2004
Grendel's Curse,Alex Archer,9780373621682, Gold Eagle,2014
Against Medical Advice,James Patterson,9780316024754," Little, Brown and Company",2008
Want to Go Private?,Sarah Darer Littman,9780545151467, Scholastic Press,2011
Keeping Corner,Kashmira Sheth,9780786838592, Disney-Hyperion,2007
"Witch Way to Murder (Ophelia & Abby Mystery, book 1)",Shirley Damsgaard,9780060793487, Avon,2005
Chasers,Brian Farrey,9781442406995, Simon Pulse,2011
The Mage's Daughter,Lynn Kurland,9780425219164, Berkley Sensation,2008
The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Christopher Moore,9780060842352, William Morrow,2008
"Rough Crossings: Britain, the Slaves and the American Revolution",Simon Schama,9780060539160, Ecco / HarperCollins,2006
Martyrs' Crossing,Amy Wilentz,9780345449832, Ballantine Books,2002
The Forest Lord,Susan Krinard,9780425186862, Berkley,2002
The Book of Night Women,Marlon James,9781594488573, Riverhead Books,2009
"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,9781416567356, Simon and Schuster,2008
Snuff,Chuck Palahniuk,9780385517881, Doubleday,2008
In the Forest,Edna O'Brien,9780297607328, Weidenfeld & Nicolson,2002
Tree of Codes,Jonathan Safran Foer,9780956569219, Visual Editions,2010
ソードアート・オンライン4: フェアリィ・ダンス,Reki Kawahara,9780316296434, Yen On,2015
The Courtesan,Susan Carroll,9780345437976, Ballantine Books,2005
Jonathan Franzen and the End of Postmodernism (Continuum Literary Studies),Stephen J. Burn,9781847062482, Bloomsbury Academic,2009
Citizen: An American Lyric,Claudia Rankine,9781555976903, Graywolf Press,2014
Instinct,Jeremy Robinson,9780312540296, Thomas Dunne Books,2010
The Clothes on Their Backs,Linda Grant,9781844085415, Virago Press (UK),
Evil at Heart,Chelsea Cain,9780230015913, Macmillan,2009
"Fortunately, the Milk",Neil Gaiman,9780062224071, HarperCollins,2013
Bite Me If You Can,Lynsay Sands,9780060774127, Avon,2007
InterWorld,Neil Gaiman,9780061238963, HarperCollins,2007
Lucinda’s Secret,Holly Black,9780689859380, Simon & Schuster Books for Young Readers,2003
The Deception of the Emerald Ring,Lauren Willig,9780525949770, Dutton,2006
The Cassandra Project,Jack McDevitt,9781937008710, Ace,2012
Trotsky: A Biography,Robert Service,9780674036154, Belknap Press,2009
River of Nightmares,Alex Archer,9780373621675, Gold Eagle,2014
At Grave's End,Jeaniene Frost,9780061583070, Avon,2009
The Poet of Tolstoy Park,Sonny Brewer,9780345476326, Ballantine Books,2006
Kate Remembered,A. Scott Berg,9780425199091, Berkley Trade,2004
Wild Dogs: A Novel,Helen Humphreys,9780393328424, W. W. Norton & Company,2006
The Silver Rose,Susan Carroll,9780345482518, Ballantine Books,2006
ソードアート・オンライン3: フェアリィ・ダンス,Reki Kawahara,9780316296427, Yen On,2014
The Underground Railroad,Colson Whitehead,9780385542364, Doubleday Books,2016
The Wing of Night : a novel of love and war,Brenda Walker,9780670893232, Penguin Group (Australia),"September, 2005"
Dark Tower: Treachery,Robin Furth,9780785135746, Marvel,2009
22 Britannia Road,Amanda Hodgkinson,9781611760033, Penguin Group (USA),2011
Futuristic Violence and Fancy Suits,David Wong,9781250040190, Thomas Dunne Books,2015
Terminal Freeze,Lincoln Child,9780385515511, Doubleday Books,2009
Assegai,Wilbur Smith,9780312567248, Thomas Dunne Books,2009
The Descendants,Kaui Hart Hemmings,9781400066339, Random House,2007
The Last Little Blue Envelope,Maureen Johnson,9780061976797, HarperTeen,2011
Tyrannosaur Canyon,Douglas Preston,9780765349651, Forge Books,2006
Witch's Grave (Ophelia & Abby #6),Shirley Damsgaard,9780061493430, Avon,2008
A Country Doctor's Chronicle: Further Tales From The North Woods,Roger Allan Macdonald,9780873515092, Borealis Books,2004
"Brother West: Living and Loving Out Loud, A Memoir",Cornel West,9781401921897, SmileyBooks,2009
Bone by Bone by Bone,Tony Johnston,9781596431133, Roaring Brook Press,2007
The Infinite (Leisure Horror),Douglas Clegg,9780843950557, Leisure Books,2002
Dark Star Safari,Paul Theroux,9780618446872, Mariner Books,2004
Winkie,Clifford Chase,9780802143105, Grove Press,2007
House of M,Brian Michael Bendis,9780785117216, Marvel,2006
The Elephant Keeper,Christopher  Nicholson,9780061651601, William Morrow,2009
Geisha: A Life,Mineko Iwasaki,9780743444293, Washington Square Press,2003
Retribution,Jilliane Hoffman,9780425200612, Penguin Group,2004
A Christmas Journey,Anne Perry,9780792730644, Blackstone Audiobooks,2003
The Emerald Atlas,John  Stephens,9780375868702, Alfred A. Knopf,2011
Feeling Very Strange: The Slipstream Anthology,James Patrick Kelly,9781892391353, Tachyon Publications,2006
Single White Vampire,Lynsay Sands,9780505525529, Dorchester Publishing,2003
The Republic of Pirates: Being the True and Surprising Story of the Caribbean Pirates and the Man Who Brought Them Down,Colin Woodard,9780151013029, Houghton Mifflin Harcourt,2007
"Charlie Bone and the Shadow (The Children of the Red King, # 7)",Jenny Nimmo,9780439846691, Orchard Books,2008
The Difficulties of Modernism,Leonard Diepeveen,9780415940696, Routledge,2002
A Country Doctor's Journal: Amazing Stories from Incredible Situations,Roger Allan Macdonald,9781591932109, Adventurekeen,2007
Breaking Her Fall,Stephen Goodwin,9780156029698, Harvest Books,2004
Alias Omnibus,Brian Michael Bendis,9780785121213, Marvel Comics,2006
Stigma,Philip Hawley Jr.,9780060887445, HarperCollins Publishers,2007
Argall: The True Story of Pocahontas and Captain John Smith,William T. Vollmann,9780142001509, Penguin Books,2002
Let Me Go,Chelsea Cain,9780312619817, Minotaur Books,2013
Ich nannte ihn Krawatte,Milena Michiko Flašar,9781939931146, New Vessel Press,2014
Red Rabbit,Tom Clancy,9780399148705, G.P. Putnam's Sons,2002
Threshold,Jeremy Robinson,9780312540302, Thomas Dunne Books,2011
Wishin' and Hopin': A Christmas Story,Wally Lamb,9780061967429, HarperAudio,2009
Sweetheart,Chelsea Cain,9780312368470, Minotaur Books,2008
The Ghosts of Cannae: Hannibal & the Darkest Hour of the Roman Republic,Robert L. O'Connell,9781400067022, Random House (NYC),2010
The Seduction of the Crimson Rose,Lauren Willig,9780525950332, Dutton Adult,2008
"Marie, Dancing",Carolyn Meyer,9780152051167, HMH Books for Young Readers,2005
Towers of Midnight,Robert Jordan,9781841498683, Orbit,2010
Treasure of Lima,Alex Archer,9780373621668, Gold Eagle,2014
Vampires are Forever,Lynsay Sands,9780061229695, Avon,2008
Not the End of the World,Kate Atkinson,9780316159371, Back Bay Books,2004
"The Field of Swords (Emperor, #3)",Conn Iggulden,9780440240969, Dell Books,"January, 2006"
The Huntress: A Novel,Susan Carroll,9780345490612, Ballantine Books,2007
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,9780142004821, Penguin Books,2005
The Horse Boy: A Father's Quest to Heal His Son,Rupert Isaacson,9780316008235," Little, Brown and Company",2009
Waiting for Snow in Havana: Confessions of a Cuban Boy,Carlos Eire,9780743246415, Free Press,2004
Midnight's Daughter,Karen Chance,9780451412621, NAL,2008
"Magic In the Blood (Allie Beckstrom, #2)",Devon Monk,9780451462671, Roc,2009
"Ms. Marvel, Vol. 5: Super Famous",G. Willow Wilson,9780785196112, Marvel,2016
Wings of the Kite-hawk : A Journey Into the Heart of Australia,Nicolas Rothwell,9780330364027, Picador,2003
"The Dark Tower, Volume 1: The Gunslinger Born",Peter David,9780785121442, Marvel Comics,2007
Then Came You,Jennifer Weiner,9781451617726, Atria Books,2011
The Thing About Jellyfish,Ali Benjamin,9780316380867," Little, Brown Books for Young Readers",2015
Complete Artists Way,Julia Cameron,9781585426300, TarcherPerigee,2007
"Earth, Air, Fire and Custard",Tom Holt,9781841492810," Little, Brown Book Group",2006
The Temptation of the Night Jasmine,Lauren Willig,9780525950967, Dutton,2009
Axis,Robert Charles Wilson,9780765309396, Tor Books,2007
Infinite Crisis,Geoff Johns,9781401209599, DC Comics,2006
Cairo,G. Willow Wilson,9781401211400, Vertigo,2007
ソードアート・オンライン2: アインクラッド,Reki Kawahara,9780316376815, Yen On,2014
Counting by 7s,Holly Goldberg Sloan,9780803738553, Dial Books,2013
The Space Between,Brenna Yovanoff,9781595143396, Razorbill,2011
Luncheon of the Boating Party,Susan Vreeland,9780143142102, Penguin Audio,2007
Sense of Place and Sense of Planet: The Environmental Imagination of the Global,Ursula K. Heise,9780195335644," Oxford University Press, USA",2008
Bad Monkey,Carl Hiaasen,9780307272591, Knopf,2013
Carthage Must be Destroyed: The Rise and Fall of an Ancient Civilization,Richard Miles,9780670022663, Viking,2011
"Tall, Dark & Hungry",Lynsay Sands,9780505525833, Love Spell,2004
Sunken Pyramid,Alex Archer,9780373621651, Gold Eagle,2013
Cum Laude,Cecily von Ziegesar,9781401323479, Hyperion,2010
"Vampire, Interrupted",Lynsay Sands,9780061229770, Avon,2008
Healing Invisible Wounds: Paths to Hope and Recovery in a Violent World,Richard F. Mollica,9780151010363, Houghton Mifflin Harcourt,2006
Lustrum,Robert   Harris,9780099522690, Arrow,2010
Faithful Place,Tana French,9780670021871, Penguin Viking Adult,2010
The Devil's Chord,Alex Archer,9780373621699, Gold Eagle,2014
Shockaholic,Carrie Fisher,9781847370327, Simon & Schuster,2011
The Problem Child,Michael Buckley,9780810949140, Harry N. Abrams,2006
Veniss Underground,Jeff VanderMeer,9780553383560, Spectra,2005
Kiln People,David Brin,9780765342614, Tor Science Fiction,"December, 2002"
Stone's Fall,Iain Pears,9780385522847, Spiegel & Grau,2009
Baby Proof,Emily Giffin,9780312348649, St. Martin's Press,2006
Cemetery Dance,Douglas Preston,9780446580298, Grand Central Publishing,2009
How to Be Good,Nick Hornby,9783426615355," Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",2003
Farm Sanctuary: Changing Hearts and Minds About Animals and Food,Gene Baur,9780743291583, Touchstone,2008
The Omen,David Seltzer,9780451219428, Signet,2006
"Salonica, City of Ghosts: Christians, Muslims and Jews  1430-1950",Mark Mazower,9780375727382, Vintage,2006
The Triumph of the Sun,Wilbur Smith,9780312939182, St. Martin's Paperbacks,2006
The Unusual Suspects,Michael Buckley,9780810993235, Harry N. Abrams,2007
A Bite to Remember,Lynsay Sands,9780060774073, Avon,2006
All Spell Breaks Loose,Lisa Shearin,9781937007713, Ace,2012
Kill You Twice,Chelsea Cain,9780312619787, Minotaur Books,2012
聖女の救済 [Seijo no kyūsai],Keigo Higashino,9780349139340, Abacus,2013
In an Unspoken Voice: How the Body Releases Trauma and Restores Goodness,Peter A. Levine,9781556439438, North Atlantic Books,2010
War Talk,Arundhati Roy,9780896087248, South End Press,2003
Grave Dance,Kalayna Price,9780451464095, ROC,2011
Crimes in Southern Indiana,Frank Bill,9780374532888, FSG Originals,2011
Wicked!,Jilly Cooper,9780552151566, Corgi,2007
Me & Emma,Elizabeth Flock,9780778322856, Mira Books,2006
ソードアート・オンライン5: ファントム・バレット,Reki Kawahara,9780316296441, Yen On,2015
The Ladies of Garrison Gardens,Louise Shaffer,9780812968835, Ballantine Books,2006
Midnight Bride,Susan Carroll,9780345436368, Ballantine Books,2006
The Dark Queen,Susan Carroll,9780345437969, Ballantine Books,2005
Micro,Michael Crichton,9780062094735, Harper,2011
Moses: When Harriet Tubman Led Her People to Freedom,Carole Boston Weatherford,9780786851751, Hyperion Book CH,2006
Destined for an Early Grave,Jeaniene Frost,9780061583216, Avon,2009
Eifelheim,Michael Flynn,9780765300966, Tor Books,2006
Wickett's Remedy,Myla Goldberg,9781400078127, Anchor Books,2006
The Night Season,Chelsea Cain,9780312619763, Minotaur Books,2011
"Magic in the Shadows (Allie Beckstrom, #3)",Devon Monk,9780451462879, Roc,2009
The Garden Book,Brian Castro,9781920882105, Giramondo,2005
ソードアート・オンライン1: アインクラッド,Reki Kawahara,9780316371247, Yen On,2014
Like Dandelion Dust,Karen Kingsbury,9781931722858, Center Street,2006
The Memory of Love,Aminatta Forna,9780802119650, Atlantic Monthly Press,2010
The Guy Not Taken: Stories,Jennifer Weiner,9781416535201, Atria Books,2006
Triple H Making the Game: Triple H's Approach to a Better Body (WWE),Triple H,9780743483612, Gallery Books,2005
Nature Girl,Carl Hiaasen,9780307262998, Alfred A. Knopf,2006
The Real Boy,Anne Ursu,9780062015075, Walden Pond Press,2013
"Specters of the Atlantic: Finance Capital, Slavery, and the Philosophy of History",Ian Baucom,9780822335962, Duke University Press Books,2005
Kronos,Jeremy Robinson,9781935142010, Variance Publishing LLC,2009
Terrorists or Freedom Fighters?: Reflections on the Liberation of Animals,Steven Best,9781590560549, Lantern Books,2004
Now Is the Time to Open Your Heart,Alice Walker,9780739309636, Random House Audio,2004
Superman: Sacrifice (Infinite Crisis),Greg Rucka,9781401209193, DC Comics,2006
Blood Cursed,Alex Archer,9780373621644, Gold Eagle,2013
The Betrayal of the Blood Lily,Lauren Willig,9780525951506, Dutton Adult,2010
Flora and Ulysses: The Illuminated Adventures,Kate DiCamillo,9780763660406, Candlewick Press,2013
"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Ben Goldacre,9780007240197, Fourth Estate,2008
Red River,Lalita Tademy,9780446578981, Grand Central Publishing,2007
Oxygen,Carol Cassella,9781416556107, Simon & Schuster,2008
Waking Up with a Rake,Connie Mason,9781402272400, Sourcebooks Casablanca,2013
Something for the Pain: One Doctor's Account of Life and Death in the ER,Paul Austin,9780393065602, W. W. Norton & Company,2008
The Virgin's Lover,Philippa Gregory,9780743269261, Touchstone,2005
The sailor in the wardrobe,Hugo Hamilton,9780007192175, Fourth Estate (GB),"April, 2013"
Magic on the Storm: An Allie Beckstrom Novel,Devon Monk,9780451463272, Roc,2010
Turn of Mind,Alice LaPlante,9780385669856, Bond Street Books,2011
Belong to Me,Marisa de los Santos,9780061240270, William Morrow,2008
"Black Cat, Volume 1",Kentaro Yabuki,9781421506050, VIZ Media LLC,2006
Galaxy in Flames,Ben Counter,9781844163939, Games Workshop,2006
Captive Queen: A Novel of Eleanor of Aquitaine,Alison Weir,9780345511881, Ballantine Books,2011
A Girl Is a Half-Formed Thing,Eimear McBride,9781101903438, Hogarth,2015
Traffic: Why We Drive the Way We Do (and What It Says About Us),Tom Vanderbilt,9780307264787, Knopf,2008
Ceremonial Violence,Jonathan Fast,9781590200476, The Overlook Press,2008
Knockemstiff,Donald Ray Pollock,9780385523820, Doubleday,2008
Kaspar: Prince Of Cats,Michael Morpurgo,9780007267002, HarperCollins Children's Books,2009
Drown Them in the Sea,Nicholas Angel,9781741143492, Allen & Unwin,2006
City of Swords,Alex Archer,9780373621590, Gold Eagle,2012
"Hot Pursuit (SEAL and Code Name, #4)",Christina Skye,9780440242482, Dell,2004
Superman: Red Son,Mark Millar,9781401201913, DC Comics,2004
Il pleuvait des oiseaux,Jocelyne Saucier,9782207116104, Denoël,2013
Trois Femmes puissantes,Marie NDiaye,9780307741332, Vintage,2013
"Firebird (Alex Benedict, #6)",Jack McDevitt,9780441020737, Ace,2011
Conqueror,Conn Iggulden,9780007271146, HarperCollins Publishers,2011
Landline,Rainbow Rowell,9781250049377, St. Martin's Press,2014
Dancing at the River's Edge: A Patient and Her Doctor Negotiate Life with Chronic Illness,Alida Brill,9780980139402," Schaffner Press, Inc.",2009
Revolution,Jennifer Donnelly,9780385737630, Random House Delacorte Books for Young Readers,2010
Sweet Revenge,Diane Mott Davidson,9780060527334, William Morrow,2007
The Heart of a Hero,Janet Chapman,9780515153200, Jove,2013
Alternative Urban Futures: Planning for Sustainable Development in Cities throughout the World,Raquel Pinderhughes,9780742523678, Rowman & Littlefield Publishers,2004
The Mammoth Book of Haunted House Stories,Peter Haining,9780786716036, Running Press,2005
What's a Ghoul to Do?,Victoria Laurie,9780451220905, Signet,2007
Shadow Blade,Seressia Glass,9781439156797, Pocket Books,2010
The Speckled People: A Memoir of a Half-Irish Childhood,Hugo Hamilton,9780007156634, Harper Perennial,2004
Southland,Nina Revoyr,9781888451412, Akashic Books,2008
Reckless Abandon,Stuart Woods,9781593552145, Brilliance Audio,2004
The Peach Keeper,Sarah Addison Allen,9780553807226, Bantam,2011
From the Dust Returned,Ray Bradbury,9780380973828, William Morrow,2001
"Desiring the Kingdom: Worship, Worldview, and Cultural Formation",James K.A. Smith,9780801035777, Baker Academic,2009
PSYREN-サイレン- 1,Toshiaki Iwashiro,9781421536767, Viz Media,2011
False Gods,Graham McNeill,9781844163700, Black Library,2006
The Last Hunter: Pursuit,Jeremy Robinson,9780012476628, Breakneck Media,2011
The Dark Tower: The Long Road Home,Robin Furth,9780785127093, Marvel Books,2008
"Dearly, Departed",Lia Habel,9780345523310, Del Rey,2011
