ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
454,Atonement,Ian McEwan,9780385721790, Anchor Books,2003,"354,092","Historical Fiction, Romance, Classics, Historical, Fiction, War, Literature, Literary Fiction, European Literature, British Literature, Novels","14,372",3.87,English
455,The Sisterhood of the Traveling Pants,Ann Brashares,9780385729338, Delacorte Press,2003,"518,806","Young Adult, Fiction, Womens Fiction, Chick Lit, Contemporary","6,324",3.75,English
456,Hattie Big Sky,Kirby Larson,9780385733137, Delacorte Books for Young Readers,2008,"12,896","Historical Fiction, Young Adult, Historical, Fiction, Childrens, Middle Grade","1,766",3.96,English
457,Rebel Angels (Gemma Doyle Trilogy #2),Libba Bray,9780385733410,Random House Children's Books,2006,"77,246","Fantasy, Young Adult, Historical Fiction, Historical","3,047",3.99,English
458,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,9780385736008,Random House Children's Books,2008,"112,153","Young Adult, Fantasy, Fiction, Fantasy, Magic, Adventure","6,956",3.83,English
459,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,9780385737289,Random House Children's Books,2009,"112,153","Young Adult, Fantasy, Fiction, Fantasy, Magic, Adventure","6,956",3.83,English
460,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,9780385736008,Random House Children's Books,2008,"67,214","Fantasy, Young Adult, Fiction, Fantasy, Magic","2,481",4.09,English
461,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,9780385737289,Random House Children's Books,2009,"67,214","Fantasy, Young Adult, Fiction, Fantasy, Magic","2,481",4.09,English
462,"The Sorceress (The Secrets of The Immortal Nicholas Flamel, #3)",Michael Scott,9780385735292, Delacorte Press,2008,"57,313","Fantasy, Young Adult, Fiction, Fantasy, Magic, Fantasy, Mythology","1,881",4.11,English
463,"The Sorceress (The Secrets of The Immortal Nicholas Flamel, #3)",Michael Scott,9780385735292, Delacorte Press,2009,"57,313","Fantasy, Young Adult, Fiction, Fantasy, Magic, Fantasy, Mythology","1,881",4.11,English
464,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,9780385736008,Random House Children's Books,2008,"42,334","Fantasy, Young Adult, Fantasy, Magic, Fiction, Fantasy, Mythology","1,577",4.17,English
465,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,9780385737289,Random House Children's Books,2009,"42,334","Fantasy, Young Adult, Fantasy, Magic, Fiction, Fantasy, Mythology","1,577",4.17,English
466,When You Reach Me,Rebecca Stead,9780385737425, Wendy Lamb Books,2010,"64,797","Young Adult, Fiction, Science Fiction, Mystery, Childrens, Middle Grade, Science Fiction, Time Travel","9,304",4.07,English
467,The Maze Runner (Maze Runner Series #1),James Dashner,9780385737951,Random House Children's Books,2010,"720,440","Young Adult, Science Fiction, Dystopia, Science Fiction","47,613",4.03,English
468,The Scorch Trials (Maze Runner Series #2),James Dashner,9780385738767,Random House Children's Books,2011,"720,440","Young Adult, Science Fiction, Dystopia, Science Fiction","47,613",4.03,English
469,The Death Cure (Maze Runner Series #3),James Dashner,9780385738781,Random House Children's Books,2013,"720,440","Young Adult, Science Fiction, Dystopia, Science Fiction","47,613",4.03,English
470,The Scorch Trials (Maze Runner Series #2),James Dashner,9780385738767,Random House Children's Books,2011,"329,877","Young Adult, Science Fiction, Dystopia, Science Fiction, Fiction","22,434",3.94,English
471,The Death Cure (Maze Runner Series #3),James Dashner,9780385738781,Random House Children's Books,2013,"243,226","Young Adult, Science Fiction, Dystopia, Science Fiction","19,339",3.77,English
472,Enders,Lissa Price,9780385742498, Delacorte Press,2015,"8,796","Science Fiction, Dystopia, Young Adult, Science Fiction","1,175",3.73,English
473,The Boy in the Striped Pyjamas,John Boyne,9780385751063, David Fickling Books,2015,"300,541","Historical Fiction, Young Adult, Fiction, Historical, World War II, Holocaust","17,692",4.09,English
474,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,9780385736008,Random House Children's Books,2008,"49,148","Fantasy, Young Adult, Fantasy, Magic, Fiction, Fantasy, Mythology","1,628",4.12,English
475,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,9780385737289,Random House Children's Books,2009,"49,148","Fantasy, Young Adult, Fantasy, Magic, Fiction, Fantasy, Mythology","1,628",4.12,English
476,Moon Over Manifest,Clare Vanderpool,9780385907507, Delacorte Books for Young Readers,2011,"23,681","Historical Fiction, Young Adult, Fiction, Childrens, Middle Grade, Childrens, Historical","3,855",4.02,English
477,Stitches: A Memoir,David Small,9780393068573, W. W. Norton & Company,2009,"17,918","Sequential Art, Graphic Novels, Autobiography, Memoir, Sequential Art, Comics, Nonfiction, Biography","2,458",4.03,English
478,Stiff: The Curious Lives of Human Cadavers,Mary Roach,9780393324822, W. W. Norton & Company,2004,"120,194","Nonfiction, Science, Humor, Medical, Death, Health, Medicine","9,936",4.05,English
479,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,9780393327656, W. W. Norton & Company,2005,"24,701","Religion, Nonfiction, Philosophy, Religion, Atheism, Politics, Science","1,350",3.92,English
480,The Swerve: How the World Became Modern,Stephen Greenblatt,9780393343403, W. W. Norton & Company,2012,"19,832","History, Nonfiction, Philosophy, Science","2,091",3.83,English
481,The Book of Negroes,Lawrence Hill,9780393351392, W. W. Norton & Company,2015,"51,790","Historical Fiction, Fiction, Historical, Audiobook","5,103",4.44,English
482,"Master of the Senate: The Years of Lyndon Johnson, Volume 3",Robert A. Caro,9780394720951,Knopf Doubleday Publishing Group,2003,"11,537","Biography, History, Politics, Nonfiction, Politics, Presidents, North American Hi..., American History",553,4.4,English
483,Mistress of the Art of Death (Mistress of the Art of Death Series #1),Ariana Franklin,9780425219256,Penguin Publishing Group,2008,"28,369","Historical Fiction, Mystery, Fiction, Historical, Mystery, Historical Mystery, Historical Fiction, Medieval","2,575",3.95,English
484,The Serpent's Tale (Mistress of the Art of Death Series #2),Ariana Franklin,9780425225745,Penguin Publishing Group,2009,"28,369","Historical Fiction, Mystery, Fiction, Historical, Mystery, Historical Mystery, Historical Fiction, Medieval","2,575",3.95,English
485,The Serpent's Tale (Mistress of the Art of Death Series #2),Ariana Franklin,9780425225745,Penguin Publishing Group,2009,"10,038","Historical Fiction, Mystery, Fiction, Historical, Mystery, Historical Mystery, Historical Fiction, Medieval",980,3.94,English
486,Phantom Prey (Lucas Davenport Series #18),John Sandford,9780425227985,Penguin Publishing Group,2009,"10,733","Mystery, Fiction, Mystery, Crime, Thriller, Mystery Thriller, Thriller, Mystery, Detective, Suspense, Audiobook, Emergency Services, Police, Mystery, Murder Mystery",628,4.01,English
487,Confessions of a Contractor,Richard  Murphy,9780399155079, Putnam Adult,2015,248,"Fiction, Adult Fiction, Romance, Humor",73,3.04,English
488,The Help,Kathryn Stockett,9780399155345, Amy Einhorn Books,2011,"1,510,747","Fiction, Historical Fiction, Historical, Adult","76,991",4.45,English
489,The Search,Nora Roberts,9780399156571, Putnam Adult,2011,"36,920","Romance, Romance, Romantic Suspense, Mystery, Suspense, Fiction, Contemporary","2,124",4.11,English
490,The Weird Sisters,Eleanor Brown,9780399157226, Amy Einhorn Books/Putnam,2012,"39,002","Fiction, Audiobook, Family, Literary Fiction, Contemporary","5,831",3.35,English
491,Chasing Fire,Nora Roberts,9780399157448, Putnam,2012,"28,128","Romance, Romance, Romantic Suspense, Mystery, Fiction, Contemporary, Romance, Contemporary Romance, Suspense","1,655",4.09,English
492,The Witness,Nora Roberts,9780399159374, G.P. Putnam's Sons,2014,"46,397","Romance, Romance, Romantic Suspense, Mystery, Fiction, Suspense, Contemporary","3,831",4.18,English
493,Command Authority,Tom Clancy,9780399160479, G.P. Putnam's Sons,2014,"9,523","Fiction, Thriller, War, Military, Spy Thriller, Espionage, Audiobook, Action, Thriller, Mystery Thriller, Adventure, Novels, Thriller, Spy Thriller",745,4.08,English
494,Slated (Slated Series #1),Teri Terry,9780142425039,Penguin Young Readers Group,2013,"18,528","Young Adult, Science Fiction, Dystopia, Science Fiction","2,298",4.07,English
495,We Are All Completely Beside Ourselves,Karen Joy Fowler,9780399162091, G.P. Putnam's Sons,2014,"71,926","Contemporary, Fiction, Literary Fiction, Adult Fiction","9,157",3.71,English
496,Big Little Lies,Liane Moriarty,9780399167065, Berkley,2015,"267,627","Fiction, Mystery, Womens Fiction, Chick Lit, Contemporary","23,234",4.17,English
497,The Burning Bridge (Ranger's Apprentice Series #2),John Flanagan,9780142408421,Penguin Young Readers Group,2007,"73,855","Fantasy, Young Adult, Adventure, Fiction, Childrens, Middle Grade, Childrens, Young Adult, Teen, Action, Historical Fiction, Medieval, Young Adult, Young Adult Fantasy","2,268",4.28,English
498,Mockingbird,Kathryn Erskine,9780399252648, Philomel Books,2011,"22,622","Young Adult, Realistic Fiction, Fiction, Childrens, Middle Grade, Childrens","3,490",4.17,English
499,Between Shades of Gray,Ruta Sepetys,9780399254123, Philomel Books,2012,"90,823","Young Adult, Historical, Historical Fiction, War, War, World War II","13,664",4.35,English
500,Nightshade (Nightshade Series #1),Andrea Cremer,9780142419809,Penguin Young Readers Group,2011,"72,078","Young Adult, Fantasy, Paranormal, Fantasy, Shapeshifters, Werewolves, Romance","4,865",4.04,English
501,The Apothecary (Apothecary Series #1),Maile Meloy,9780142422069,Penguin Young Readers Group,2013,"9,134","Fantasy, Young Adult, Historical Fiction, Childrens, Middle Grade, Fiction, Adventure","1,300",4.01,English
502,Champion (Marie Lu's Legend Series #3),Marie Lu,9780147512284,Penguin Young Readers Group,2014,"113,461","Science Fiction, Dystopia, Young Adult, Romance","12,153",4.37,English
503,Out of the Easy,Ruta Sepetys,9780399256929, Philomel Books,2014,"25,917","Historical Fiction, Young Adult, Historical, Mystery, Fiction, Romance, Young Adult, Teen, Realistic Fiction, Young Adult, Coming Of Age, Contemporary","4,057",4.05,English
504,Champion (Marie Lu's Legend Series #3),Marie Lu,9780147512284,Penguin Young Readers Group,2014,"298,125","Young Adult, Romance, Fantasy, Science Fiction, Fiction, Adventure","22,423",4.19,English
505,Undead and Unemployed (Betsy Taylor Series #2),MaryJanice Davidson,9780425197486,Penguin Publishing Group,2004,"46,809","Paranormal, Vampires, Romance, Romance, Paranormal Romance, Fantasy, Womens Fiction, Chick Lit, Fantasy, Urban Fantasy, Fantasy, Paranormal","2,428",3.81,English
506,Undead and Unappreciated (Betsy Taylor Series #3),MaryJanice Davidson,9780425207222,Penguin Publishing Group,2005,"46,809","Paranormal, Vampires, Romance, Romance, Paranormal Romance, Fantasy, Womens Fiction, Chick Lit, Fantasy, Urban Fantasy, Fantasy, Paranormal","2,428",3.81,English
507,Undead and Unemployed (Betsy Taylor Series #2),MaryJanice Davidson,9780425197486,Penguin Publishing Group,2004,"30,312","Fantasy, Paranormal, Romance, Romance, Paranormal Romance, Paranormal, Vampires, Fantasy, Urban Fantasy, Womens Fiction, Chick Lit, Fiction",839,3.93,English
508,Undead and Unappreciated (Betsy Taylor Series #3),MaryJanice Davidson,9780425207222,Penguin Publishing Group,2005,"30,312","Fantasy, Paranormal, Romance, Romance, Paranormal Romance, Paranormal, Vampires, Fantasy, Urban Fantasy, Womens Fiction, Chick Lit, Fiction",839,3.93,English
509,Pattern Recognition,William Gibson,9780425198681, Berkley Publishing,2005,"36,640","Fiction, Science Fiction, Science Fiction, Cyberpunk, Mystery","1,799",3.86,English
510,Tempting Danger (Lupi Series #1),Eileen Wilks,9780425198780,Penguin Publishing Group,2004,"9,246","Fantasy, Urban Fantasy, Fantasy, Paranormal, Romance, Paranormal Romance, Romance, Fantasy, Shapeshifters, Werewolves, Fantasy, Magic, Paranormal, Shapeshifters",538,3.78,English
511,Broken Prey (Lucas Davenport Series #16),John Sandford,9780425204306,Penguin Publishing Group,2006,"11,650","Mystery, Fiction, Thriller, Mystery, Crime",405,4.14,English
512,Undead and Unappreciated (Betsy Taylor Series #3),MaryJanice Davidson,9780425207222,Penguin Publishing Group,2005,"19,686","Paranormal, Vampires, Fantasy, Paranormal, Romance, Romance, Paranormal Romance, Fantasy, Fantasy, Urban Fantasy, Womens Fiction, Chick Lit",609,3.88,English
513,The Last Witness,Jilliane Hoffman,9780425210741, Berkley,2014,"2,649","Thriller, Mystery, Crime, Mystery, Fiction",174,3.86,English
514,Undead and Unappreciated (Betsy Taylor Series #3),MaryJanice Davidson,9780425207222,Penguin Publishing Group,2005,"19,694","Paranormal, Vampires, Fantasy, Paranormal, Romance, Paranormal Romance, Romance, Fantasy, Fantasy, Urban Fantasy, Womens Fiction, Chick Lit",521,3.89,English
515,Grave Surprise (Harper Connelly Series #2),Charlaine Harris,9780425214701,Penguin Publishing Group,2007,"30,220","Mystery, Fantasy, Fantasy, Urban Fantasy, Fiction, Fantasy, Supernatural","1,163",3.88,English
516,Slave to Sensation (Psy-Changeling Series #1),Nalini Singh,9780425212868,Penguin Publishing Group,2006,"45,118","Fantasy, Paranormal, Romance, Paranormal Romance, Romance, Fantasy, Fantasy, Urban Fantasy, Paranormal, Shapeshifters, Adult, Science Fiction, Fiction, Fantasy, Supernatural","2,799",4.13,English
517,Undead and Unappreciated (Betsy Taylor Series #3),MaryJanice Davidson,9780425207222,Penguin Publishing Group,2005,"16,328","Paranormal, Vampires, Fantasy, Paranormal, Romance, Paranormal Romance, Romance, Fantasy, Fantasy, Urban Fantasy, Womens Fiction, Chick Lit",471,3.84,English
518,On the Prowl,Patricia Briggs,9780425216590, Berkley,2007,"21,786","Fantasy, Urban Fantasy, Fantasy, Paranormal, Fantasy, Romance, Paranormal Romance, Romance, Anthologies, Shapeshifters, Werewolves","1,090",4.04,English
519,"The Soloist (Movie Tie-In): A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music",Steve Lopez,9781440638275,Penguin Publishing Group,2008,"7,955","Music, Autobiography, Memoir, Mental Health, Mental Illness, Nonfiction, Biography, Audiobook","1,353",3.87,English
520,The Darkest Hour (KGI Series #1),Maya Banks,9780425227947,Penguin Publishing Group,2010,"20,261","Romance, Romance, Romantic Suspense, War, Military, Suspense, Contemporary","1,273",4.17,English
521,Flirt (Anita Blake Vampire Hunter Series #18),Laurell K. Hamilton,9780515148978,Penguin Publishing Group,2011,"27,715","Fantasy, Urban Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Romance, Paranormal Romance, Romance","1,042",3.7,English
522,Daughters of Rome (Empress of Rome Series #2),Kate Quinn,9780425238974,Penguin Publishing Group,2011,"4,691","Historical Fiction, Historical, Fiction, Romance, Cultural, Italy, Romance, Historical Romance, Adult, Roman, Womens Fiction, Chick Lit, Adult Fiction",464,4.05,English
523,Shadow Catcher: A Novel,James R. Hannibal,9780425266878,Penguin Publishing Group,2013,130,"Fiction, Thriller, War, Military, Adult Fiction",32,3.86,English
524,Shadow Maker,James R. Hannibal,9780425266892, Berkley,2014,89,Fiction,22,4.12,English
525,The Monsters of Templeton: A Novel,Lauren Groff,9780316434713,Hachette Books,2016,"15,194","Fiction, Mystery, Fantasy, Historical Fiction, Magical Realism, Contemporary, Adult Fiction, Novels, Adult, Historical","2,395",3.58,English
526,The Magician King (Magicians Series #2),Lev Grossman,9780452298019,Penguin Publishing Group,2012,"57,650","Fantasy, Fiction, Fantasy, Magic, Fantasy, Urban Fantasy, Audiobook, Science Fiction Fantasy","5,113",3.9,English
527,The Panopticon,Jenni Fagan,9780434021772, William Heinemann Ltd,2014,"3,674","Fiction, Young Adult, Mystery, Contemporary, Thriller, Adult Fiction, Science Fiction, Cultural, Scotland, Novels, Adult",651,3.61,English
528,The Hunger Games (Hunger Games Series #1),Suzanne Collins,9780439023528,"Scholastic, Inc.",2010,"4,670,674","Young Adult, Fiction, Science Fiction, Dystopia, Fantasy, Science Fiction, Romance, Adventure, Young Adult, Teen, Apocalyptic, Post Apocalyptic, Action","153,149",4.35,English
